0.5854,-2.4957,-0.2308,-3.1677,-2.4185,-1.7842,0.2165,0.0290,-0.2566,-2.7655,1.6576,-3.4980,1.5460,-3.1927,3.1166,-3.4440,4.3936,2.3836,-3.4475,2.2589,1.5460,2.2148,-3.2222,2.0107,-1.1315,0.6183,-0.9367,-1.0656,1.6977,0.6200,-2.3732
-3.1325,5.1336,0.6955,1.5215,-2.7266,2.9778,-2.7675,-1.5428,0.7397,-4.6057,-2.0600,-0.3697,-5.1287,-2.2626,-0.0487,2.9303,-5.2296,-5.3914,-0.4599,0.5083,0.3937,-2.4189,0.9267,1.5961,2.2753,2.8296,2.7723,4.2280,-1.5185,0.8739,-3.2949
-1.1859,-5.5654,-3.1043,2.7624,-3.4302,-0.2863,2.1115,-3.9514,-1.7045,1.6503,3.2404,-2.3812,3.5671,-2.0558,4.4609,1.9046,-1.4235,-2.0905,-0.5867,-0.5991,-0.0060,-1.7609,-1.6323,-0.2609,3.2317,-0.6397,-3.1666,1.6958,-1.9954,-5.6672,-2.7998
-2.3392,-0.4977,-2.5988,-1.8530,0.8611,-3.8044,-2.9541,1.7445,-3.5507,-2.3829,-2.5404,0.5538,2.6612,1.4169,4.2500,-4.3342,-0.7922,2.4829,1.3896,-3.0140,4.2776,-4.2798,0.2575,-2.5075,-0.2241,-4.9597,1.1452,2.7931,1.0143,3.0070,-4.4320
3.0321,-0.2085,-2.3828,-4.4402,1.1497,5.2352,-3.0047,0.3856,-0.7823,-1.2653,4.5193,4.0837,-0.8700,-4.8727,-7.1032,1.5540,4.2934,0.0348,-3.7905,-3.9365,2.9486,1.4008,0.0364,-0.2852,-7.2757,-0.8253,-1.6485,-2.7777,3.2751,-4.7507,-4.9278
1.1697,0.8463,-0.0937,0.0062,4.2565,0.3397,-2.6694,-4.7690,-0.1247,-0.1623,-3.7394,-2.0585,1.0528,4.7485,-1.9635,-4.6336,-0.4761,0.8399,-2.8904,1.0027,-4.0847,-1.9417,-1.9274,1.9437,-4.1715,-2.3311,-0.2688,-1.5990,0.0625,0.5196,-4.4319
-1.0836,-4.2311,-1.9474,0.3336,0.5074,-1.2026,2.4386,-2.0426,6.7767,-3.3629,-4.4576,3.3360,2.6686,-0.8045,0.5422,0.4825,1.3688,-3.2861,2.7555,3.6270,-2.6884,-1.0460,-2.5693,-4.5782,-1.0841,0.2202,3.1401,-1.8572,0.7979,0.2172,-4.3282
-5.7459,-2.1412,3.3876,-3.6581,1.8774,2.1197,-2.6034,-2.1384,-1.6691,4.5120,-6.6053,-4.9589,-3.1112,-5.7509,-1.4883,-2.5513,-3.2324,0.8459,1.4419,-0.4644,-4.0963,0.4450,1.2771,-4.5207,2.1652,0.0300,-3.2624,-1.0152,-1.8743,1.9169,-5.2198
3.6749,-0.2898,2.3662,-3.1408,-3.0255,-2.5702,3.3278,1.4365,-6.5656,-1.9479,-0.2042,0.6305,-4.6464,2.8078,-1.9331,-4.3348,0.9152,-1.2649,0.7413,-3.4805,3.4474,2.8903,-4.5163,-3.3701,3.0205,4.2184,-2.5903,-1.2657,-4.0691,-2.4245,-1.5627
1.4224,-1.3460,-2.7261,4.2437,0.5360,-5.8663,-3.2504,3.7128,-3.3453,-0.2087,-3.8974,1.6198,-0.3165,-1.5168,-0.9819,-1.3357,-0.7571,1.6047,1.8491,-2.6833,-2.6664,0.4421,4.1675,-3.0984,-1.7740,0.2556,0.3928,-0.5717,-4.4532,-3.3823,-4.4461
